"fullname","office","position","id","source","document_type","url","patronymic","created_date","first_name","last_name","is_corrected","organization_ua_company_code","debtor_ukr_firstname","debtor_ua_firstname","dnt_objectType_encoded","organization_ua_company_name","otherObjectType","organization_type","debtor_eng_lastname","debtor_eng_firstname","debtor_ua_lastname","organization_eng_company_address","objectType","organization_eng_company_name","dnt_sizeAssets_hidden","iteration","organization","debtor_ukr_middlename","dnt_is_foreign","debtor_ua_sameRegLivingAddress","person","assetsCurrency","debtor_eng_sameRegLivingAddress","debtor_ua_middlename","sizeAssets","debtor_eng_middlename","organization_ukr_company_address","organization_eng_company_code","organization_ukr_company_name","debtor_ukr_lastname","object_id","ownershipType","otherOwnership","percent.ownership","organization_extendedstatus","organization_ua_company_name_extendedstatus","organization_ua_company_code_extendedstatus","sizeAssets_extendedstatus","otherObjectType_extendedstatus","organization_eng_company_code_extendedstatus","assetsCurrency_extendedstatus","organization_eng_company_address_extendedstatus","organization_ukr_company_name_extendedstatus","organization_eng_company_name_extendedstatus","organization_ukr_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Гусак Володимир Георгійович","Верховна Рада України","Народний депутат України","nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Георгійович",2018-04-06,"Володимир","Гусак","TRUE","14282829","","","bank","ПАТ ""ПУМБ""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490876869512","j","","FALSE","","1","UAH","","",143892,"","","","","","1490876869512","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гусак Володимир Георгійович",NA,143892
"Гусак Володимир Георгійович","Верховна Рада України","Народний депутат України","nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Георгійович",2018-04-06,"Володимир","Гусак","TRUE","26185166","","","bank","""ОТП Банк"" ","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522337148536","j","","FALSE","","1","UAH","","",2000,"","","","","","1522337148536","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гусак Володимир Георгійович",NA,2000
"Гусак Володимир Георгійович","Верховна Рада України","Народний депутат України","nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Георгійович",2018-04-06,"Володимир","Гусак","TRUE","09807750","","","bank","АТ ""УкрСиббанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490022305159","j","","FALSE","","1","USD","","",10000,"","","","","","1490022305159","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гусак Володимир Георгійович",NA,280672.23
"Гусак Володимир Георгійович","Верховна Рада України","Народний депутат України","nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Георгійович",2018-04-06,"Володимир","Гусак","TRUE","21685166","","","bank","АТ ""ОТП Банк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490022866923","j","","FALSE","","1","EUR","","",42837,"","","","","","1490022866923","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гусак Володимир Георгійович",NA,1434843.48
"Гусак Володимир Георгійович","Верховна Рада України","Народний депутат України","nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Георгійович",2018-04-06,"Володимир","Гусак","TRUE","09807750","","","bank","АТ ""УкрСиббанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490022161464","j","","FALSE","","1","UAH","","",67,"","","","","","1490022161464","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гусак Володимир Георгійович",NA,67
"Гусак Володимир Георгійович","Верховна Рада України","Народний депутат України","nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Георгійович",2018-04-06,"Володимир","Гусак","TRUE","14282829","","","bank","ПАТ ""ПУМБ""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522337691291","j","","FALSE","","1476697205915","UAH","","",43,"","","","","","1522337691291","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ряховська Юлія Юріївна","дружина",43
"Гусак Володимир Георгійович","Верховна Рада України","Народний депутат України","nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Георгійович",2018-04-06,"Володимир","Гусак","TRUE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1490022785108","","","FALSE","","1476697205915","USD","","",125000,"","","","","","1490022785108","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ряховська Юлія Юріївна","дружина",3508402.88
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","36301800","","","bank","ПАТ ""Вернум Банк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522370274043","j","","FALSE","","1","UAH","","",34507,"","","","","","1522370274043","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко Валерій Миколайович",NA,34507
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","09322277","","","bank","ПАТ ""ДЕРЖАВНИЙ ОЩАДНИЙ БАНК УКРАЇНИ""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490744060926","j","","FALSE","","1","UAH","","",11066,"","","","","","1490744060926","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко Валерій Миколайович",NA,11066
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477668894492","","","FALSE","","1","USD","","",357000,"","","","","","1477668894492","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко Валерій Миколайович",NA,10019998.61
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","14305909","","","bank","ПАТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490744715957","j","","FALSE","","1477304294157","UAH","","",120546,"","","","","","1490744715957","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати",120546
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","36301800","","","bank","ПАТ ""ВЕРНУМ БАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490744539926","j","","FALSE","","1477567222477","EUR","","",3373,"","","","","","1490744539926","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Нестеренко Людмила Олексіївна","особи, які спільно проживають, але не перебувають у шлюбі",112980.07
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","36301800","","","bank","ПАТ ""ВЕРНУМ БАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490744396555","j","","FALSE","","1477567222477","UAH","","",25084,"","","","","","1490744396555","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Нестеренко Людмила Олексіївна","особи, які спільно проживають, але не перебувають у шлюбі",25084
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","05839888","","","bank","ПАТ ""УКРІНБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477646388119","j","","FALSE","","1","UAH","","",75000,"","","","","","1477646388119","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко Валерій Миколайович",NA,75000
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477668929582","","","FALSE","","1477304294157","USD","","",525000,"","","","","","1477668929582","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати",14735292.07
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","14360570","","","bank","ПАТ КБ ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490744318491","j","","FALSE","","1477567222477","UAH","","",20949,"","","","","","1490744318491","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Нестеренко Людмила Олексіївна","особи, які спільно проживають, але не перебувають у шлюбі",20949
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","14360570","","","bank","ПАТ КБ ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490744220574","j","","FALSE","","1477567222477","UAH","","",101253,"","","","","","1490744220574","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Нестеренко Людмила Олексіївна","особи, які спільно проживають, але не перебувають у шлюбі",101253
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","35591059","","","bank","ПАТ ""КБ ""ГЛОБУС""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490744489489","j","","FALSE","","1477567222477","UAH","","",1961,"","","","","","1490744489489","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Нестеренко Людмила Олексіївна","особи, які спільно проживають, але не перебувають у шлюбі",1961
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","36301800","","","bank","ПАТ ""ВЕРНУМ БАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490744617722","j","","FALSE","","1","EUR","","",5121,"","","","","","1490744617722","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко Валерій Миколайович",NA,171530.07
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","36301800","","","bank","ПАТ ""Вернум Банк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522370187421","j","","FALSE","","1477304294157","UAH","","",154,"","","","","","1522370187421","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати",154
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","","","","lend","","","","","","","","Кошти, позичені третім особам","","FALSE","1490744913030","","","FALSE","","1","USD","","",1000000,"","","","","","1490744913030","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко Валерій Миколайович",NA,28067223
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","","","","lend","","","","","","","","Кошти, позичені третім особам","","FALSE","1490744786257","","","FALSE","","1","USD","","",500000,"","","","","","1490744786257","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко Валерій Миколайович",NA,14033611.5
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","14305909","","","bank","ПАТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490744861433","j","","FALSE","","1477304294157","UAH","","",5283,"","","","","","1490744861433","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати",5283
"Данілін Владислав Юрійович","Верховна Рада України","Народний депутат України","nacp_12692f67-d1df-4a8d-82b9-b35576567fbf","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_12692f67-d1df-4a8d-82b9-b35576567fbf","Юрійович",2018-03-23,"Владислав","Данілін","FALSE","14360920","","","bank","ПАТКБ ""ПРАВЕКС-БАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1521816014308","j","","FALSE","","1490418571172","UAH","","",104817,"","","","","","1521816014308","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Дербенцева Тетяна Олександрівна","дружина",104817
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","00032112","","","bank","Державний експортно-імпортний банк України","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522307384095","j","","FALSE","","1","USD","","",25000,"","","","","","1522307384095","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA,701680.57
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","14360570","","","bank","ПриватБанк","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477559594999","j","","FALSE","","1","EUR","","",1048,"","","","","","1477559594999","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA,35103.2
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","14360570","","","bank","ПриватБанк","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477559631518","j","","FALSE","","1","UAH","","",7384,"","","","","","1477559631518","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA,7384
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","14360570","","","bank","Приватбанк","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489400118643","j","","FALSE","","1477558459318","UAH","","",142636,"","","","","","1489400118643","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Вікторія Олександрівна","дружина",142636
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","14360570","","","bank","ПриватБанк","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477559521415","j","","FALSE","","1","USD","","",23,"","","","","","1477559521415","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA,645.55
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","09807750","","","bank","УКРСИББАНК","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477559070391","j","","FALSE","","1","UAH","","",107485,"","","","","","1477559070391","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA,107485
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","09807750","","","bank","УКРСИББАНК","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477558981702","j","","FALSE","","1","USD","","",3,"","","","","","1477558981702","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA,84.2
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","00032129","","","cash","Ощадбанк","","Юридична особа, зареєстрована в Україні","","","","","Готівкові кошти","","FALSE","1490286761691","j","","FALSE","","1","UAH","","",100000,"","","","","","1490286761691","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA,100000
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","00032129","","","bank","Ощадбанк","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489395942895","j","","FALSE","","1","USD","","",516566,"","","","","","1489395942895","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA,14498573.12
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","00032129","","","bank","Ощадбанк","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489395850869","j","","FALSE","","1","UAH","","",2564582,"","","","","","1489395850869","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA,2564582
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","00032129","","","cash","Ощадбанк","","Юридична особа, зареєстрована в Україні","","","","","Готівкові кошти","","FALSE","1490286676091","j","","FALSE","","1","USD","","",352000,"","","","","","1490286676091","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA,9879662.5
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","00032129","","","bank","Ощадбанк","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489400036805","j","","FALSE","","1477558459318","UAH","","",12602,"","","","","","1489400036805","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Вікторія Олександрівна","дружина",12602
"Дейдей Євген Сергійович","Верховна Рада України","Народний депутат України","nacp_3e574639-5a9e-4a9d-826e-d8bf96668d73","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_3e574639-5a9e-4a9d-826e-d8bf96668d73","Сергійович",2018-03-31,"Євген","Дейдей","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477740855386","","","FALSE","","1","EUR","","",25255,"","","","","","1477740855386","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Дейдей Євген Сергійович",NA,845926.93
"Дейдей Євген Сергійович","Верховна Рада України","Народний депутат України","nacp_3e574639-5a9e-4a9d-826e-d8bf96668d73","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_3e574639-5a9e-4a9d-826e-d8bf96668d73","Сергійович",2018-03-31,"Євген","Дейдей","FALSE","","","","cash","","","","","","","","Готівкові кошти","","TRUE","1477740804734","","","FALSE","","1477646297353","USD","","",0,"","","","","","1477740804734","Власність","",NA,"1",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"Дейдей Інга Вячеславівна","дружина",0
"Дейдей Євген Сергійович","Верховна Рада України","Народний депутат України","nacp_3e574639-5a9e-4a9d-826e-d8bf96668d73","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_3e574639-5a9e-4a9d-826e-d8bf96668d73","Сергійович",2018-03-31,"Євген","Дейдей","FALSE","","","","bank","ПАТ КБ ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490887415889","j","","FALSE","","1","UAH","","",162817,"","","","","","1490887415889","Власність","",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Дейдей Євген Сергійович",NA,162817
"Дейдей Євген Сергійович","Верховна Рада України","Народний депутат України","nacp_3e574639-5a9e-4a9d-826e-d8bf96668d73","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_3e574639-5a9e-4a9d-826e-d8bf96668d73","Сергійович",2018-03-31,"Євген","Дейдей","FALSE","","","","cash","","","","","","","","Готівкові кошти","","TRUE","1477740928839","","","FALSE","","1477646297353","UAH","","",0,"","","","","","1477740928839","Власність","",NA,"1",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"Дейдей Інга Вячеславівна","дружина",0
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","00032112","","","bank","АТ УКРЕКСІМБАНК","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522232485733","j","","FALSE","","1477033211079","GBP","","",186,"","","","","","1522232485733","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Демчак Світлана Михайлівна","дружина",7018.46
