number,title,URL,type,filing_date,status,last_updated,initiator_type,initiators,committee,committees,convocation
3057,"Проект Закону про внесення змін до Закону України ""Про цінні папери та фондовий ринок"" стосовно державних деривативів (щодо реструктуризації державного та гарантованого державою боргу та його часткового списання)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56412,law,2015-09-09,Закон підписано,2015-09-22,cabmin,444,Комітет з питань фінансової політики і банківської діяльності,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
3048,"Проект Закону про внесення зміни до статті 5 Закону України ""Про правовий статус іноземців та осіб без громадянства"" (щодо підстав для видачі посвідки на тимчасове проживання представникам іноземних засобів масової інформації)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56398,law,2015-09-07,Закон підписано,2016-02-12,cabmin,444,"Комітет з питань прав людини, національних меншин і міжнаціональних відносин",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя|Комітет з питань свободи слова та інформаційної політики|Комітет у закордонних справах,Верховна Рада 8
0060,Проект Закону про ратифікацію Протоколу про застосування Договору про зону вільної торгівлі від 18 жовтня 2011 року між його Сторонами та Республікою Узбекистан,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56390,law,2015-09-07,Закон підписано,2016-02-12,cabmin,444,Комітет у закордонних справах,"Комітет з питань аграрної політики та земельних відносин|Комітет з питань бюджету|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки|Комітет з питань податкової та митної політики",Верховна Рада 8
0059,Проект Закону про ратифікацію Протоколу між Кабінетом Міністрів України і Урядом Республіки Таджикистан про вилучення окремих товарів з режиму вільної торгівлі до Угоди між Кабінетом Міністрів України і Урядом Республіки Таджикистан про вільну торгівлю від 6 липня 2001 року,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56389,law,2015-09-07,Закон підписано,2015-11-23,cabmin,444,Комітет у закордонних справах,Комітет з питань бюджету|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
3040,"Проект Закону про Національне агентство України з питань виявлення, розшуку та управління активами, одержаними від корупційних та інших злочинів",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56383,law,2015-09-04,Закон підписано,2015-12-09,cabmin,444,Комітет з питань запобігання і протидії корупції,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань законодавчого забезпечення правоохоронної діяльності|Комітет з питань правової політики та правосуддя|Комітет з питань фінансової політики і банківської діяльності,Верховна Рада 8
3038,"Проект Закону про внесення змін до Бюджетного кодексу України (щодо упорядкування системи надходження та використання коштів із рентної плати за користування надрами для видобування нафти, природного газу та газового конденсату)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56386,law,2015-09-04,Закон підписано,2017-02-07,deputy,"21421,27,30,50,25935,22474,103,115,20431,120,24335,26676,23673,162,25042,25918,203,20526,290,25939,329,21366,338,18239,20904,20635,1889,431,20427",Комітет з питань бюджету,"Комітет з питань державного будівництва, регіональної політики та місцевого самоврядування|Комітет з питань екологічної політики, природокористування та ліквідації наслідків Чорнобильської катастрофи|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Верховна Рада 8
3008,"Проект Закону про внесення змін до деяких законодавчих актів щодо організації проведення перших виборів місцевих рад та сільських, селищних, міських голів",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56344,law,2015-09-02,Закон підписано,2015-09-04,deputy,"18450,18542",Комітет з питань правової політики та правосуддя,"Комітет з питань бюджету|Комітет з питань державного будівництва, регіональної політики та місцевого самоврядування|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції",Верховна Рада 8
3006,"Проект Закону про внесення змін до Земельного кодексу України та інших законодавчих актів щодо правової долі земельних ділянок, власники яких померли",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56342,law,2015-09-01,Закон підписано,2016-10-13,deputy,"26326,20,26676,26316,18566,203,212,19171,214,227,25928,269,26328,25933",Комітет з питань аграрної політики та земельних відносин,Комітет з питань бюджету|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань податкової та митної політики|Комітет з питань правової політики та правосуддя,Верховна Рада 8
2558а,Проект Закону про внесення змін до деяких законодавчих актів України щодо дерегуляції в агропромисловому комплексі,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56331,law,2015-08-31,Закон підписано,2015-12-31,deputy,"26326,19462,26676,26316,18566,203,212,19171,214,20994,25928,26328,25933,21366,21154",Комітет з питань аграрної політики та земельних відносин,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань законодавчого забезпечення правоохоронної діяльності|Комітет з питань запобігання і протидії корупції|Комітет з питань промислової політики та підприємництва,Верховна Рада 8
2556а,"Проект Закону про внесення змін до Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"" щодо виплати одноразової грошової допомоги волонтерам, добровольцям, які захищають незалежність, суверенітет та територіальну цілісність України, та членам сімей загиблих",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56329,law,2015-08-31,Закон підписано,2015-11-23,deputy,"51,22824,26323,24392,21649,17209","Комітет у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю","Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань національної безпеки і оборони|Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Верховна Рада 8
2550а,"Проект Закону про внесення зміни до пункту 24 розділу VI ""Прикінцеві та перехідні положення"" Бюджетного кодексу України (щодо перерозподілу видатків місцевих бюджетів тимчасово окупованих територій)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56323,law,2015-08-31,Закон підписано,2015-10-23,deputy,"19537,71,89,22207,151,22288",Комітет з питань бюджету,Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя,Верховна Рада 8
2542а,Проект Закону про внесення змін до Кримінального процесуального кодексу України щодо виконання рекомендацій Європейського Союзу з виконання Україною плану дій щодо лібералізації Європейським Союзом візового режиму для України стосовно уточнення підслідності органів досудового розслідування,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56315,law,2015-08-31,Закон підписано,2015-11-23,cabmin,444,Комітет з питань законодавчого забезпечення правоохоронної діяльності,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань національної безпеки і оборони|Комітет з питань правової політики та правосуддя,Верховна Рада 8
2541а,Проект Закону про внесення змін до Кримінального та Цивільного кодексів України щодо вдосконалення інституту спеціальної конфіскації з метою усунення корупційних ризиків при її застосуванні,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56313,law,2015-08-28,Закон підписано,2015-11-23,cabmin,444,Комітет з питань законодавчого забезпечення правоохоронної діяльності,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя,Верховна Рада 8
2540а,Проект Закону про внесення змін до Кримінального процесуального кодексу України щодо окремих питань накладення арешту на майно з метою усунення корупційних ризиків при його застосуванні,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56312,law,2015-08-28,Закон підписано,2015-12-09,cabmin,444,Комітет з питань законодавчого забезпечення правоохоронної діяльності,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя,Верховна Рада 8
2531а,Проект Закону про внесення змін до деяких законодавчих актів України щодо вдосконалення законодавства у сфері державного нагляду (контролю),http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56303,law,2015-08-27,Закон підписано,2016-11-25,cabmin,444,Комітет з питань промислової політики та підприємництва,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань законодавчого забезпечення правоохоронної діяльності|Комітет з питань запобігання і протидії корупції|Комітет з питань податкової та митної політики|Комітет з питань правової політики та правосуддя,Верховна Рада 8
2524а,"Проект Закону про внесення зміни до Закону України ""Про статус і соціальний захист громадян, які постраждали внаслідок Чорнобильської катастрофи"" (щодо громадян, які працюють у зоні відчуження)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56294,law,2015-08-25,Закон підписано,2016-02-24,deputy,"102,389","Комітет з питань екологічної політики, природокористування та ліквідації наслідків Чорнобильської катастрофи","Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Верховна Рада 8
0058,"Проект Закону про ратифікацію Угоди між Україною та Королівством Іспанія про здійснення оплачуваних видів діяльності членами сімей, які перебувають на утриманні дипломатичного, консульського, адміністративного і технічного персоналу дипломатичних представництв та консульських установ",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56285,law,2015-08-21,Закон підписано,2015-10-07,president,325,Комітет з питань європейської інтеграції,Комітет з питань бюджету|Комітет з питань запобігання і протидії корупції|Комітет у закордонних справах,Верховна Рада 8
2511а,"Проект Закону про внесення змін до Закону України ""Про загальнообов'язкове державне пенсійне страхування"" щодо необхідного страхового стажу для призначення пенсій інвалідам другої групи",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56275,law,2015-08-17,Закон підписано,2016-05-10,deputy,17209,"Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення","Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю",Верховна Рада 8
2507а,Проект Закону про виконавче провадження,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56268,law,2015-08-14,Закон підписано,2016-07-02,president,325,Комітет з питань правової політики та правосуддя,"Комітет з питань аграрної політики та земельних відносин|Комітет з питань бюджету|Комітет з питань екологічної політики, природокористування та ліквідації наслідків Чорнобильської катастрофи|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань законодавчого забезпечення правоохоронної діяльності|Комітет з питань запобігання і протидії корупції|Комітет з питань сім’ї, молодіжної політики, спорту та туризму|Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення|Комітет з питань фінансової політики і банківської діяльності",Верховна Рада 8
2506а,"Проект Закону про органи та осіб, які здійснюють примусове виконання судових рішень і рішень інших органів",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56267,law,2015-08-14,Закон підписано,2016-07-02,president,325,Комітет з питань правової політики та правосуддя,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань законодавчого забезпечення правоохоронної діяльності|Комітет з питань запобігання і протидії корупції|Комітет з питань фінансової політики і банківської діяльності,Верховна Рада 8
2505а,"Проект Закону про особливості доступу до інформації у сферах постачання електричної енергії, природного газу, теплопостачання, централізованого постачання гарячої води, централізованого питного водопостачання та водовідведення",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56266,law,2015-08-14,Закон підписано,2016-01-04,president,325,"Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","Комітет з питань будівництва, містобудування і житлово-комунального господарства|Комітет з питань бюджету|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань законодавчого забезпечення правоохоронної діяльності|Комітет з питань запобігання і протидії корупції",Верховна Рада 8
2490а,Проект Закону про внесення змін до деяких законодавчих актів України щодо забезпечення виконання кримінальних покарань та реалізації прав засуджених,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56249,law,2015-08-10,Закон підписано,2016-10-06,cabmin,444,Комітет з питань законодавчого забезпечення правоохоронної діяльності,"Комітет з питань бюджету|Комітет з питань державного будівництва, регіональної політики та місцевого самоврядування|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань охорони здоров’я|Комітет з питань прав людини, національних меншин і міжнаціональних відносин|Комітет з питань правової політики та правосуддя|Комітет з питань сім’ї, молодіжної політики, спорту та туризму|Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення|Комітет у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю",Верховна Рада 8
0057,Проект Закону про ратифікацію Угоди між Кабінетом Міністрів України та Урядом Словацької Республіки про військові поховання,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56253,law,2015-08-10,Закон підписано,2015-10-07,cabmin,444,Комітет з питань європейської інтеграції,"Комітет з питань будівництва, містобудування і житлово-комунального господарства|Комітет з питань бюджету|Комітет з питань запобігання і протидії корупції|Комітет з питань національної безпеки і оборони|Комітет у закордонних справах",Верховна Рада 8
0056,Проект Закону про ратифікацію Угоди між Кабінетом Міністрів України та Урядом Чеської Республіки про військові поховання,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56252,law,2015-08-10,Закон підписано,2015-10-07,cabmin,444,Комітет з питань європейської інтеграції,"Комітет з питань будівництва, містобудування і житлово-комунального господарства|Комітет з питань бюджету|Комітет з питань запобігання і протидії корупції|Комітет з питань національної безпеки і оборони|Комітет у закордонних справах",Верховна Рада 8
2472а,"Проект Закону про визнання таким, що втратив чинність, Закону України ""Про розміщення, проектування та будівництво енергоблоків №3 і 4 Хмельницької атомної електричної станції""",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56227,law,2015-08-04,Закон підписано,2015-10-02,cabmin,444,"Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
2471а,Проект Закону про припинення дії Угоди між Кабінетом Міністрів України та Урядом Російської Федерації про співробітництво в будівництві енергоблоків № 3 та 4 Хмельницької АЕС,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56226,law,2015-08-04,Закон підписано,2015-10-02,cabmin,444,"Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет у закордонних справах,Верховна Рада 8
0055,Проект Закону про ратифікацію Конвенції Міжнародної організації праці про основні цілі та норми соціальної політики № 117,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56203,law,2015-07-28,Закон підписано,2015-10-02,president,325,Комітет у закордонних справах,"Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Верховна Рада 8
2418а,"Проект Закону про внесення змін до Закону України ""Про основні засади державного нагляду (контролю) у сфері господарської діяльності"" щодо лібералізації системи державного нагляду",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56152,law,2015-07-21,Закон підписано,2016-12-30,deputy,"24618,25945,18239",Комітет з питань промислової політики та підприємництва,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя,Верховна Рада 8
2393а,"Проект Закону про внесення змін до розділу ХХ ""Перехідні положення"" Податкового кодексу України щодо проекту модернізації Бортницької станції очистки стічних вод",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56093,law,2015-07-17,Закон підписано,2016-01-05,cabmin,444,Комітет з питань податкової та митної політики,"Комітет з питань будівництва, містобудування і житлово-комунального господарства|Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції",Верховна Рада 8
2392а,"Проект Закону про внесення змін до розділу ХХІ ""Прикінцеві та перехідні положення"" Митного кодексу України щодо проекту модернізації Бортницької станції очистки стічних вод",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56092,law,2015-07-17,Закон підписано,2016-01-05,cabmin,444,Комітет з питань податкової та митної політики,"Комітет з питань будівництва, містобудування і житлово-комунального господарства|Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції",Верховна Рада 8
0053,Проект Закону про ратифікацію Договору про дружні відносини і співробітництво між Україною та Республікою Парагвай,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56116,law,2015-07-17,Закон підписано,2015-10-02,president,325,Комітет у закордонних справах,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
0052,"Проект Закону про ратифікацію Договору (у формі обміну нотами) між Урядом України та Урядом Японії про надання кредиту для реалізації проекту модернізації Бортницької станції очистки стічних вод у рамках реалізації проекту ""Реконструкція споруд очистки стічних каналізаційних вод і будівництво технологічної лінії по обробці та утилізації осадів Бортницької станції аерації""",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56094,law,2015-07-17,Закон підписано,2015-09-23,cabmin,444,Комітет у закордонних справах,"Комітет з питань будівництва, містобудування і житлово-комунального господарства|Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань податкової та митної політики|Комітет з питань фінансової політики і банківської діяльності",Верховна Рада 8
2381а,"Проект Закону про внесення змін до Закону України ""Про Державний бюджет України на 2015 рік"" (щодо збільшення видатків для потреб оборони і безпеки)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56066,law,2015-07-16,Закон підписано,2015-08-17,cabmin,444,Комітет з питань бюджету,Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань національної безпеки і оборони,Верховна Рада 8
2368а,"Проект Закону про внесення змін до деяких законодавчих актів України щодо розширення доступу сліпих, осіб з порушеннями зору і хворих на дислексію до виданих творів у спеціальному форматі",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56029,law,2015-07-15,Закон підписано,2016-01-06,deputy,"89,102,179,21649,17209",Комітет з питань науки і освіти,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань культури і духовності,Верховна Рада 8
2356а,"Проект Закону про внесення змін до Закону України ""Про військовий обов'язок і військову службу"" (щодо уточнення строків військової служби за контрактом)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56016,law,2015-07-15,Закон підписано,2015-10-23,deputy,"21135,18566,20459",Комітет з питань національної безпеки і оборони,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
0050,Проект Закону про приєднання до Протоколу поправок до Конвенції про Міжнародну гідрографічну організацію,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56027,law,2015-07-15,Закон підписано,2015-09-23,cabmin,444,Комітет у закордонних справах,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
2345а,"Проект Закону про внесення зміни до статті 3 Закону України ""Про пенсійне забезпечення осіб, звільнених з військової служби, та деяких інших осіб"" (щодо доповнення переліку осіб, які мають право на пенсії нарівні з військовослужбовцями строкової служби та членами їх сімей)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=56002,law,2015-07-14,Закон підписано,2016-11-10,deputy,"25053,102,111,18502,18510,25046,18468,431",Комітет з питань національної безпеки і оборони,"Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Верховна Рада 8
2335а,"Проект Закону про внесення змін до Закону України ""Про Державний бюджет України на 2015 рік"" (щодо збільшення видатків на забезпечення підручниками учнів загальноосвітніх шкіл за рахунок економії грошових коштів на оплату праці та соціальне забезпечення народних депутатів України)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=55981,law,2015-07-13,Закон підписано,2015-08-06,deputy,"22417,25037,89,18502,25920,21410,22370,18498",Комітет з питань бюджету,"Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань науки і освіти|Комітет з питань Регламенту та організації роботи Верховної Ради України|Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Верховна Рада 8
2334а,Проект Закону про систему іномовлення України,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=55980,law,2015-07-13,Закон підписано,2015-12-28,cabmin,444,Комітет з питань свободи слова та інформаційної політики,Комітет з питань бюджету|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя|Комітет у закордонних справах,Верховна Рада 8
2330а,Проект Закону про зовнішню трудову міграцію,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=55975,law,2015-07-10,Закон підписано,2015-11-23,cabmin,444,"Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення","Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань прав людини, національних меншин і міжнаціональних відносин",Верховна Рада 8
0049,Проект Закону про ратифікацію Конвенції між Урядом України та Урядом Ірландії про уникнення подвійного оподаткування та запобігання податковим ухиленням стосовно податків на доходи та доходи від відчуження майна і Протоколу до неї,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=55969,law,2015-07-09,Закон підписано,2015-08-06,cabmin,444,Комітет з питань європейської інтеграції,Комітет з питань бюджету|Комітет з питань запобігання і протидії корупції|Комітет з питань податкової та митної політики|Комітет у закордонних справах,Верховна Рада 8
2317а,"Проект Закону про внесення змін до статті 119 Кодексу законів про працю України (щодо працівників приватних осіб - підприємців, призваних на військову службу)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=55945,law,2015-07-08,Закон підписано,2015-12-04,deputy,"102,20959","Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань національної безпеки і оборони|Комітет з питань промислової політики та підприємництва,Верховна Рада 8
2315а,"Проект Закону про внесення зміни до Бюджетного кодексу України щодо експерименту в Одеській, Волинській та Львівській областях з фінансування реконструкції, поточного ремонту автомобільних доріг загального користування державного значення",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=55943,law,2015-07-08,Закон підписано,2015-09-04,president,325,Комітет з питань бюджету,"Комітет з питань будівництва, містобудування і житлово-комунального господарства|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань транспорту",Верховна Рада 8
0048,Проект Закону про ратифікацію Меморандуму про спільні наміри Уряду України та Уряду Федеративної Республіки Німеччина стосовно незв'язаного фінансового кредиту загальним розміром 500 млн євро,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=55950,law,2015-07-08,Закон підписано,2015-08-06,president,325,Комітет з питань європейської інтеграції,Комітет з питань бюджету|Комітет з питань запобігання і протидії корупції|Комітет з питань фінансової політики і банківської діяльності|Комітет у закордонних справах,Верховна Рада 8
0047,Проект Закону про ратифікацію Договору між Україною та Республікою Сенегал про передачу засуджених осіб,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=55949,law,2015-07-08,Закон підписано,2015-09-22,president,325,Комітет у закордонних справах,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань законодавчого забезпечення правоохоронної діяльності|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя,Верховна Рада 8
